nome=Daniel e Erick Pães e Doces ME, cnpj=85.572.055/0001-29, inscricaoEst=27901219-5, dataAbertura=08/04/2016, site=www.danielerick.com.br, email=treinamento@danielerick.com.br, cep=61621-180, rua=Rua das Flores, numero=477, bairro=Jardim Icaraí, cidade=Caucaia, estado=CE, telefone=(85) 2852-2198, celular=(85) 98840-5611
nome=Eloá e Julia Pães e Doces ME, cnpj=56.263.039/0001-56, inscricaoEst=9767892-99, dataAbertura=07/06/2007, site=www.eloajulia.com.br, email=contato@eloajulia.com.br, cep=50910-299, rua=2ª Travessa João Alves Carneiro, numero=897, bairro=Jardim São Paulo, cidade=Recife, estado=PE, telefone=(81) 2845-6542, celular=(81) 98995-6359
nome=Marina e Mariah Vidros Ltda, cnpj=56.263.039/0001-56, inscricaoEst=9767892-99, dataAbertura=07/06/2006, site=www.marinamariah.com.br, email=pos_venda@marinamariah.com.br, cep=51030-171, rua=Avenida Sul Governador Cid Sampaio, numero=897, bairro=Boa Viagem, cidade=Recife, estado=PE, telefone=(81) 2845-6542, celular=(81) 98995-6359
nome=Betina e Leonardo Contábil Ltda, cnpj=65.441.688/0001-90, inscricaoEst=4883531-57, dataAbertura=27/11/2005, site=www.betinaleonardo.com.br, email=cobranca@betinaleonardo.com.br, cep=54774-822, rua=Rua P, numero=573, bairro=Santa Teresa, cidade=Camaragibe, estado=PE, telefone=(81) 3535-7474, celular=(81) 98497-8136
nome=Augusto e Isabel Casa Noturna ME, cnpj=35.946.844/0001-04, inscricaoEst=5617715-10, dataAbertura=20/02/2004, site=www.augustoisabel.com.br, email=contabil@augustoisabel.com.br, cep=53160-820, rua=Rua Alto da Boa Vista, numero=663, bairro=Águas Compridas, cidade=Olinda, estado=PE, telefone=(81) 3966-9230, celular=(81) 99766-2246
nome=Marina e Ricardo Casa Noturna Ltda, cnpj=65.441.688/0001-90, inscricaoEst=4883531-57, dataAbertura=27/11/2003, site=www.marinaricardo.com.br, email=vendas@marinaricardo.com.br, cep=54767-330, rua=Rua São João Batista, numero=573, bairro=Santa Mônica, cidade=Camaragibe, estado=PE, telefone=(81) 3535-7474, celular=(81) 98497-8136
nome=Levi e Sophie Corretores Associados ME, cnpj=35.946.844/0001-04, inscricaoEst=5617715-10, dataAbertura=20/02/2002, site=www.levisophie.com.br, email=manutencao@levisophie.com.br, cep=52090-278, rua=Rua H, numero=663, bairro=Macaxeira, cidade=Recife, estado=PE, telefone=(81) 3966-9230, celular=(81) 99766-2246
nome=Ricardo e Emily Eletrônica Ltda, cnpj=74.553.796/0001-46, inscricaoEst=2799882-73, dataAbertura=19/10/2001, site=www.ricardoemily.com.br, email=contato@ricardoemily.com.br, cep=54783-620, rua=Rua Blumenau, numero=113, bairro=Aldeia dos Camarás, cidade=Camaragibe, estado=PE, telefone=(81) 3923-1513, celular=(81) 98878-3052
nome=Mariah e Kamilly Publicidade e Propaganda Ltda, cnpj=47.680.054/0001-09, inscricaoEst=8478865-81, dataAbertura=11/09/2000, site=www.mariahkamilly.com.br, email=contabilidade@mariahkamilly.com.br, cep=55294-380, rua=Rua Francisco Branco Filho, numero=616, bairro=Magano, cidade=Garanhuns, estado=PE, telefone=(87) 2543-7030, celular=(87) 98788-6981
nome=Renan e Brenda Vidros ME, cnpj=72.520.279/0001-45, inscricaoEst=7352874-90, dataAbertura=09/05/1999, site=www.renanbrenda.com.br, email=juridico@renanbrenda.com.br, cep=52140-130, rua=Rua Edu Lopes, numero=252, bairro=Dois Unidos, cidade=Recife, estado=PE, telefone=(81) 3520-3090, celular=(81) 99723-0367
nome=Lívia e Luan Doces & Salgados Ltda, cnpj=86.956.681/0001-81, inscricaoEst=0452786-01, dataAbertura=13/10/1998, site=www.livialuan.com.br, email=manutencao@livialuan.com.br, cep=54518-110, rua=Rua Projetada Cento e Dezoito - B, numero=823, bairro=Cidade Garapu, cidade=Cabo de Santo Agostinho, estado=PE, telefone=(81) 2548-5370, celular=(81) 98570-0379
nome=Thales e Yasmin Adega ME, cnpj=90.248.400/0001-03, inscricaoEst=1392378-10, dataAbertura=11/05/1997, site=www.thalesyasmin.com.br, email=sistema@thalesyasmin.com.br, cep=50710-370, rua=Rua Padre José Regueira, numero=167, bairro=Torre, cidade=Recife, estado=PE, telefone=(81) 2739-2184, celular=(81) 99857-2323
nome=Miguel e Luiza Assessoria Jurídica Ltda, cnpj=09.827.959/0001-70, inscricaoEst=9922140-33, dataAbertura=04/04/1996, site=www.miguelluiza.com.br, email=seguranca@miguelluiza.com.br, cep=52165-246, rua=Travessa Uruguaiana, numero=614, bairro=Passarinho, cidade=Recife, estado=PE, telefone=(81) 2908-0424, celular=(81) 99344-5130
nome=Julio e Henrique Pães e Doces ME, cnpj=57.431.397/0001-93, inscricaoEst=3571322-46, dataAbertura=04/12/1995, site=www.juliohenrique.com.br, email=ouvidoria@juliohenrique.com.br, cep=56317-105, rua=Rua Cristal, numero=205, bairro=Pedra Linda, cidade=Petrolina, estado=PE, telefone=(87) 3617-5414, celular=(87) 99612-9369
nome=Amanda e Pietro Esportes ME, cnpj=97.005.284/0001-40, inscricaoEst=6071941-97, dataAbertura=08/09/1994, site=www.amandapietro.com.br, email=seguranca@amandapietro.com.br, cep=54100-555, rua=Rua do Troley, numero=590, bairro=Vila Rica, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2570-5125, celular=(81) 99227-2801
nome=Yasmin e Ana Pães e Doces ME, cnpj=34.903.144/0001-70, inscricaoEst=8608058-08, dataAbertura=21/03/1993, site=www.yasminana.com.br, email=financeiro@yasminana.com.br, cep=55194-411, rua=Rua Ludugero Gomes Bezerra, numero=695, bairro=Nova Santa Cruz, cidade=Santa Cruz do Capibaribe, estado=PE, telefone=(81) 2961-8585, celular=(81) 98301-2337
nome=Daniel e Isabelle Construções Ltda, cnpj=19.172.503/0001-72, inscricaoEst=0195707-40, dataAbertura=03/08/1992, site=www.danielisabelle.com.br, email=rh@danielisabelle.com.br, cep=50110-443, rua=Rua Linda, numero=968, bairro=Santo Amaro, cidade=Recife, estado=PE, telefone=(81) 2645-1105, celular=(81) 99250-9750
nome=Camila e Diego Ferragens ME, cnpj=78.009.743/0001-10, inscricaoEst=3225885-29, dataAbertura=05/03/1991, site=www.camiladiego.com.br, email=contabilidade@camiladiego.com.br, cep=54715-795, rua=Rua do Campo, numero=203, bairro=Penedo, cidade=São Lourenço da Mata, estado=PE, telefone=(81) 2859-9410, celular=(81) 98981-9883
nome=Sabrina e Hugo Mudanças Ltda, cnpj=20.464.759/0001-32, inscricaoEst=4487608-43, dataAbertura=04/11/1990, site=www.sabrinahugo.com.br, email=estoque@sabrinahugo.com.br, cep=55008-185, rua=Rua Manoel Tabosa, numero=519, bairro=São Francisco, cidade=Caruaru, estado=PE, telefone=(81) 3737-6085, celular=(81) 98166-7142
nome=Mariane e Ricardo Eletrônica ME, cnpj=29.724.100/0001-42, inscricaoEst=3973480-37, dataAbertura=17/12/1989, site=www.marianericardo.com.br, email=rh@marianericardo.com.br, cep=55038-651, rua=1ª Travessa Manoel Alves Feitosa, numero=596, bairro=Boa Vista, cidade=Caruaru, estado=PE, telefone=(81) 3819-8212, celular=(81) 99415-5566
nome=Enrico e Juan Lavanderia ME, cnpj=86.719.140/0001-30, inscricaoEst=5091571-14, dataAbertura=01/03/1988, site=www.enricojuan.com.br, email=contabilidade@enricojuan.com.br, cep=53550-836, rua=1ª Travessa Tamandaré, numero=103, bairro=Planalto, cidade=Abreu e Lima, estado=PE, telefone=(81) 3832-3403, celular=(81) 99905-0064
nome=Lucca e Vitor Mudanças Ltda, cnpj=53.297.514/0001-17, inscricaoEst=2689865-92, dataAbertura=24/01/1987, site=www.luccavitor.com.br, email=pos_venda@luccavitor.com.br, cep=50791-510, rua=Rua Maria Augusta Vila Chan, numero=961, bairro=Curado, cidade=Recife, estado=PE, telefone=(81) 3737-7692, celular=(81) 98562-4476
nome=Benjamin e Raquel Pizzaria Delivery Ltda, cnpj=83.464.517/0001-69, inscricaoEst=7247332-05, dataAbertura=12/08/1986, site=www.benjaminraquel.com.br, email=suporte@benjaminraquel.com.br, cep=56909-235, rua=Rua Maria Vanete Almeida, numero=937, bairro=Tancredo Neves, cidade=Serra Talhada, estado=PE, telefone=(87) 3535-6249, celular=(87) 99322-9680
nome=Heitor e Gabrielly Alimentos ME, cnpj=74.878.249/0001-30, inscricaoEst=0113773-56, dataAbertura=16/06/1985, site=www.heitorgabrielly.com.br, email=financeiro@heitorgabrielly.com.br, cep=50010-905, rua=Rua Siqueira Campos 251, numero=866, bairro=Santo Antônio, cidade=Recife, estado=PE, telefone=(81) 3610-8313, celular=(81) 98871-6630
nome=Tomás e Sophia Pizzaria ME, cnpj=09.827.959/0001-70, inscricaoEst=9922140-33, dataAbertura=04/04/1984, site=www.tomassophia.com.br, email=ouvidoria@tomassophia.com.br, cep=55192-020, rua=Rua David Monteiro dos Anjos, numero=614, bairro=Centro, cidade=Santa Cruz do Capibaribe, estado=PE, telefone=(81) 2908-0424, celular=(81) 99344-5130
nome=Julia e Gabriel Marcenaria ME, cnpj=00.410.901/0001-51, inscricaoEst=5454105-09, dataAbertura=18/10/1983, site=www.juliagabriel.com.br, email=cobranca@juliagabriel.com.br, cep=54365-600, rua=Rua Rio Paraguai, numero=548, bairro=Marcos Freire, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 3753-2434, celular=(81) 99443-6527
nome=Caroline e Hadassa Consultoria Financeira Ltda, cnpj=34.013.011/0001-28, inscricaoEst=3766326-74, dataAbertura=27/12/1982, site=www.carolinehadassa.com.br, email=desenvolvimento@carolinehadassa.com.br, cep=52191-110, rua=Rua Arantina, numero=648, bairro=Brejo de Beberibe, cidade=Recife, estado=PE, telefone=(81) 3867-8910, celular=(81) 98544-5857
nome=Jennifer e Otávio Entulhos ME, cnpj=38.155.269/0001-10, inscricaoEst=5882118-00, dataAbertura=04/06/1981, site=www.jenniferotavio.com.br, email=fale_conosco@jenniferotavio.com.br, cep=51340-023, rua=Rua Ipoema, numero=382, bairro=COHAB, cidade=Recife, estado=PE, telefone=(81) 3874-9077, celular=(81) 98165-6183
nome=Milena e Fernando Eletrônica ME, cnpj=27.807.267/0001-41, inscricaoEst=5426541-05, dataAbertura=21/02/1980, site=www.milenafernando.com.br, email=estoque@milenafernando.com.br, cep=56302-610, rua=Rua Trindade, numero=913, bairro=São José, cidade=Petrolina, estado=PE, telefone=(87) 3581-9795, celular=(87) 99323-3959
nome=Nicolas e Thales Esportes Ltda, cnpj=90.280.705/0001-00, inscricaoEst=9306956-15, dataAbertura=01/07/1979, site=www.nicolasthales.com.br, email=auditoria@nicolasthales.com.br, cep=54340-495, rua=Rua do Colibri, numero=538, bairro=Prazeres, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2879-5103, celular=(81) 99948-8469
nome=Vinicius e Alexandre Esportes ME, cnpj=90.280.705/0001-00, inscricaoEst=9306956-15, dataAbertura=01/07/1978, site=www.viniciusalexandre.com.br, email=sistema@viniciusalexandre.com.br, cep=52041-045, rua=Rua Caio Pereira, numero=538, bairro=Rosarinho, cidade=Recife, estado=PE, telefone=(81) 2879-5103, celular=(81) 99948-8469
nome=Nicole e Maitê Buffet ME, cnpj=25.978.560/0001-46, inscricaoEst=5216974-09, dataAbertura=26/08/1977, site=www.nicolemaite.com.br, email=qualidade@nicolemaite.com.br, cep=50790-570, rua=Rua da Horta, numero=736, bairro=Curado, cidade=Recife, estado=PE, telefone=(81) 2640-8245, celular=(81) 98704-4901
nome=Mariah e Rebeca Locações de Automóveis Ltda, cnpj=25.978.560/0001-46, inscricaoEst=5216974-09, dataAbertura=26/08/1976, site=www.mariahrebeca.com.br, email=rh@mariahrebeca.com.br, cep=55299-380, rua=Rua Francisco Paes de Melo, numero=736, bairro=Severiano Moraes Filho, cidade=Garanhuns, estado=PE, telefone=(87) 2640-8245, celular=(87) 98704-4901
nome=Olivia e Larissa Eletrônica ME, cnpj=25.978.560/0001-46, inscricaoEst=5216974-09, dataAbertura=26/08/1975, site=www.olivialarissa.com.br, email=fiscal@olivialarissa.com.br, cep=56332-470, rua=Rua Willian Shakespeare, numero=736, bairro=Pedra do Bode, cidade=Petrolina, estado=PE, telefone=(87) 2640-8245, celular=(87) 98704-4901
nome=Nina e Emanuelly Joalheria ME, cnpj=23.558.075/0001-98, inscricaoEst=2032191-04, dataAbertura=25/04/1974, site=www.ninaemanuelly.com.br, email=financeiro@ninaemanuelly.com.br, cep=55192-560, rua=Rua Letícia Carlos Rocha, numero=422, bairro=Dona Dom, cidade=Santa Cruz do Capibaribe, estado=PE, telefone=(81) 2938-6712, celular=(81) 98459-9406
nome=Yuri e Renato Ferragens ME, cnpj=19.666.870/0001-22, inscricaoEst=2666396-15, dataAbertura=26/09/1973, site=www.yurirenato.com.br, email=treinamento@yurirenato.com.br, cep=55645-058, rua=Rua Maria Amélia Oliveira, numero=945, bairro=Alpes Suiços, cidade=Gravatá, estado=PE, telefone=(81) 3566-6493, celular=(81) 99125-6843
nome=Ricardo e Gabriel Casa Noturna ME, cnpj=19.666.870/0001-22, inscricaoEst=2666396-15, dataAbertura=26/09/1972, site=www.ricardogabriel.com.br, email=pos_venda@ricardogabriel.com.br, cep=53120-380, rua=Praça General Dantas Barreto, numero=945, bairro=Carmo, cidade=Olinda, estado=PE, telefone=(81) 3566-6493, celular=(81) 99125-6843
nome=Luan e Hadassa Advocacia ME, cnpj=97.668.122/0001-92, inscricaoEst=4821010-24, dataAbertura=25/01/1971, site=www.luanhadassa.com.br, email=administracao@luanhadassa.com.br, cep=55612-450, rua=Rua Joaquim Nabuco, numero=602, bairro=Matriz, cidade=Vitória de Santo Antão, estado=PE, telefone=(81) 2680-1949, celular=(81) 99474-0662
nome=Julia e Joaquim Pães e Doces Ltda, cnpj=47.081.884/0001-10, inscricaoEst=4647003-45, dataAbertura=16/08/1970, site=www.juliajoaquim.com.br, email=ti@juliajoaquim.com.br, cep=54352-340, rua=Rua Cajado de São José, numero=804, bairro=Muribeca, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 3511-5811, celular=(81) 98693-4022
nome=Diogo e Calebe Casa Noturna Ltda, cnpj=86.719.140/0001-30, inscricaoEst=5091571-14, dataAbertura=01/03/1969, site=www.diogocalebe.com.br, email=treinamento@diogocalebe.com.br, cep=54705-085, rua=Rua Campina Grande, numero=103, bairro=Capibaribe, cidade=São Lourenço da Mata, estado=PE, telefone=(81) 3832-3403, celular=(81) 99905-0064
nome=Sophia e Bruno Doces & Salgados Ltda, cnpj=15.588.906/0001-46, inscricaoEst=3081585-12, dataAbertura=01/05/1968, site=www.sophiabruno.com.br, email=qualidade@sophiabruno.com.br, cep=54753-225, rua=Rua Três Marias, numero=293, bairro=Vila da Inabi, cidade=Camaragibe, estado=PE, telefone=(81) 3825-9939, celular=(81) 99551-3304
nome=Iago e Larissa Casa Noturna Ltda, cnpj=09.827.959/0001-70, inscricaoEst=9922140-33, dataAbertura=04/04/1967, site=www.iagolarissa.com.br, email=manutencao@iagolarissa.com.br, cep=54759-440, rua=Rua Massaranduba, numero=614, bairro=Bairro Novo do Carmelo, cidade=Camaragibe, estado=PE, telefone=(81) 2908-0424, celular=(81) 99344-5130
nome=Rayssa e Laís Pizzaria Ltda, cnpj=93.349.630/0001-57, inscricaoEst=3571364-03, dataAbertura=25/10/1966, site=www.rayssalais.com.br, email=representantes@rayssalais.com.br, cep=54260-002, rua=Vila da Soledade, numero=250, bairro=Cavaleiro, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 3937-9535, celular=(81) 98397-7840
nome=Thales e Lívia Filmagens ME, cnpj=94.684.472/0001-54, inscricaoEst=8677155-88, dataAbertura=18/01/1965, site=www.thaleslivia.com.br, email=cobranca@thaleslivia.com.br, cep=52081-630, rua=Rua Tocantins, numero=821, bairro=Vasco da Gama, cidade=Recife, estado=PE, telefone=(81) 2576-3155, celular=(81) 99596-3411
nome=Calebe e Marcelo Marcenaria Ltda, cnpj=73.187.440/0001-73, inscricaoEst=5421781-41, dataAbertura=09/05/1964, site=www.calebemarcelo.com.br, email=administracao@calebemarcelo.com.br, cep=54280-732, rua=Rua Poranga, numero=893, bairro=Dois Carneiros, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 3557-7122, celular=(81) 98153-8282
nome=Sara e César Entulhos ME, cnpj=47.081.884/0001-10, inscricaoEst=4647003-45, dataAbertura=16/08/1963, site=www.saracesar.com.br, email=financeiro@saracesar.com.br, cep=55602-012, rua=2ª Travessa Mariana Amália, numero=804, bairro=Matriz, cidade=Vitória de Santo Antão, estado=PE, telefone=(81) 3511-5811, celular=(81) 98693-4022
nome=Mirella e Stella Informática Ltda, cnpj=25.978.560/0001-46, inscricaoEst=5216974-09, dataAbertura=26/08/1962, site=www.mirellastella.com.br, email=desenvolvimento@mirellastella.com.br, cep=50950-970, rua=Avenida Prefeito Antônio Pereira, numero=736, bairro=Várzea, cidade=Recife, estado=PE, telefone=(81) 2640-8245, celular=(81) 98704-4901
nome=Pedro e Felipe Gráfica Ltda, cnpj=86.719.140/0001-30, inscricaoEst=5091571-14, dataAbertura=01/03/1961, site=www.pedrofelipe.com.br, email=presidencia@pedrofelipe.com.br, cep=55291-713, rua=Rua Coronel Ismael de Góis Lima, numero=103, bairro=Francisco Simão dos Santos Figueira, cidade=Garanhuns, estado=PE, telefone=(87) 3832-3403, celular=(87) 99905-0064
nome=Helena e Isaac Limpeza Ltda, cnpj=51.396.057/0001-92, inscricaoEst=8312690-22, dataAbertura=21/11/1960, site=www.helenaisaac.com.br, email=administracao@helenaisaac.com.br, cep=54210-540, rua=Rua José Liberato, numero=786, bairro=Cavaleiro, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2987-0041, celular=(81) 99130-9005
nome=Isabel e Levi Entregas Expressas ME, cnpj=66.557.495/0001-62, inscricaoEst=2906488-07, dataAbertura=14/04/1959, site=www.isabellevi.com.br, email=auditoria@isabellevi.com.br, cep=53120-261, rua=Travessa do Dendezeiro, numero=303, bairro=Amaro Branco, cidade=Olinda, estado=PE, telefone=(81) 3703-1056, celular=(81) 98226-6906
nome=Davi e Gabriel Ferragens Ltda, cnpj=90.280.705/0001-00, inscricaoEst=9306956-15, dataAbertura=01/07/1958, site=www.davigabriel.com.br, email=orcamento@davigabriel.com.br, cep=53435-060, rua=Rua Palmeirinha, numero=538, bairro=Janga, cidade=Paulista, estado=PE, telefone=(81) 2879-5103, celular=(81) 99948-8469
nome=Betina e Pietra Filmagens ME, cnpj=81.003.100/0001-73, inscricaoEst=3796767-37, dataAbertura=22/08/2016, site=www.betinapietra.com.br, email=representantes@betinapietra.com.br, cep=53020-330, rua=Rua Carmem Leal Schmalz, numero=878, bairro=Varadouro, cidade=Olinda, estado=PE, telefone=(81) 3940-9872, celular=(81) 98641-6727
nome=Kamilly e Anthony Lavanderia Ltda, cnpj=28.498.729/0001-59, inscricaoEst=1052841-57, dataAbertura=10/05/2015, site=www.kamillyanthony.com.br, email=vendas@kamillyanthony.com.br, cep=50791-270, rua=Rua Cintra, numero=695, bairro=Coqueiral, cidade=Recife, estado=PE, telefone=(81) 2837-0127, celular=(81) 98565-4426
nome=Henry e Nathan Pizzaria ME, cnpj=90.280.705/0001-00, inscricaoEst=9306956-15, dataAbertura=01/07/2014, site=www.henrynathan.com.br, email=atendimento@henrynathan.com.br, cep=54325-560, rua=Rua Bocaina, numero=538, bairro=Guararapes, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2879-5103, celular=(81) 99948-8469
nome=Catarina e Fernanda Joalheria Ltda, cnpj=25.978.560/0001-46, inscricaoEst=5216974-09, dataAbertura=26/08/2013, site=www.catarinafernanda.com.br, email=tesouraria@catarinafernanda.com.br, cep=53060-705, rua=Avenida Flores do Campo, numero=736, bairro=Fragoso, cidade=Olinda, estado=PE, telefone=(81) 2640-8245, celular=(81) 98704-4901
nome=Lucas e Camila Pães e Doces Ltda, cnpj=50.974.721/0001-70, inscricaoEst=1001607-43, dataAbertura=20/11/2012, site=www.lucascamila.com.br, email=fabricacao@lucascamila.com.br, cep=50630-974, rua=Avenida General San Martin 1083, numero=380, bairro=Cordeiro, cidade=Recife, estado=PE, telefone=(81) 2681-5611, celular=(81) 99629-4666
nome=Emily e Raul Informática ME, cnpj=66.291.415/0001-70, inscricaoEst=0196189-64, dataAbertura=06/03/2011, site=www.emilyraul.com.br, email=sac@emilyraul.com.br, cep=55644-530, rua=Rua Oito, numero=612, bairro=Cruzeiro, cidade=Gravatá, estado=PE, telefone=(81) 3515-6469, celular=(81) 98457-2614
nome=Vinicius e Isabella Publicidade e Propaganda ME, cnpj=50.974.721/0001-70, inscricaoEst=1001607-43, dataAbertura=20/11/2010, site=www.viniciusisabella.com.br, email=pesquisa@viniciusisabella.com.br, cep=55028-010, rua=Rua Yoyo Nunes, numero=380, bairro=Santa Rosa, cidade=Caruaru, estado=PE, telefone=(81) 2681-5611, celular=(81) 99629-4666
nome=Rafael e Lorenzo Buffet Ltda, cnpj=39.717.036/0001-26, inscricaoEst=3951520-62, dataAbertura=05/12/2009, site=www.rafaellorenzo.com.br, email=ouvidoria@rafaellorenzo.com.br, cep=55008-400, rua=Rua São Caetano, numero=138, bairro=Centenário, cidade=Caruaru, estado=PE, telefone=(81) 3502-8258, celular=(81) 99985-0553
nome=Lorena e Bryan Publicidade e Propaganda ME, cnpj=66.557.495/0001-62, inscricaoEst=2906488-07, dataAbertura=14/04/2008, site=www.lorenabryan.com.br, email=compras@lorenabryan.com.br, cep=51345-265, rua=Rua Deputado Salviano Machado, numero=303, bairro=COHAB, cidade=Recife, estado=PE, telefone=(81) 3703-1056, celular=(81) 98226-6906
nome=Sabrina e Mariane Advocacia ME, cnpj=93.349.630/0001-57, inscricaoEst=3571364-03, dataAbertura=25/10/2007, site=www.sabrinamariane.com.br, email=manutencao@sabrinamariane.com.br, cep=50030-460, rua=Praça Artur Oscar, numero=250, bairro=Recife, cidade=Recife, estado=PE, telefone=(81) 3937-9535, celular=(81) 98397-7840
nome=Arthur e Theo Gráfica Ltda, cnpj=19.499.896/0001-23, inscricaoEst=5315082-18, dataAbertura=18/01/2006, site=www.arthurtheo.com.br, email=ti@arthurtheo.com.br, cep=53409-550, rua=Rua Cinquenta e Sete, numero=342, bairro=Jardim Paulista, cidade=Paulista, estado=PE, telefone=(81) 3673-1801, celular=(81) 98206-1051
nome=Manuela e Miguel Fotografias ME, cnpj=98.187.101/0001-18, inscricaoEst=1715550-90, dataAbertura=03/08/2005, site=www.manuelamiguel.com.br, email=juridico@manuelamiguel.com.br, cep=53370-265, rua=Rua Herculano de Holanda Cunha, numero=545, bairro=Ouro Preto, cidade=Olinda, estado=PE, telefone=(81) 3799-9993, celular=(81) 98913-7948
nome=Hadassa e Matheus Doces & Salgados Ltda, cnpj=57.315.750/0001-70, inscricaoEst=2381799-23, dataAbertura=08/06/2004, site=www.hadassamatheus.com.br, email=treinamento@hadassamatheus.com.br, cep=54315-110, rua=Rua Adalberto Coimbra, numero=647, bairro=Jardim Jordão, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2828-5729, celular=(81) 98864-9224
nome=Rafaela e Isabel Vidros Ltda, cnpj=81.003.100/0001-73, inscricaoEst=3796767-37, dataAbertura=22/08/2003, site=www.rafaelaisabel.com.br, email=atendimento@rafaelaisabel.com.br, cep=54330-467, rua=Rua do Presidente, numero=878, bairro=Cajueiro Seco, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 3940-9872, celular=(81) 98641-6727
nome=Alícia e Vitor Telas ME, cnpj=57.315.750/0001-70, inscricaoEst=2381799-23, dataAbertura=08/06/2002, site=www.aliciavitor.com.br, email=seguranca@aliciavitor.com.br, cep=53403-500, rua=Rua Primeiro de Maio, numero=647, bairro=Vila Torres Galvão, cidade=Paulista, estado=PE, telefone=(81) 2828-5729, celular=(81) 98864-9224
nome=Nathan e Murilo Marcenaria ME, cnpj=07.869.022/0001-31, inscricaoEst=2466110-49, dataAbertura=06/05/2001, site=www.nathanmurilo.com.br, email=fabricacao@nathanmurilo.com.br, cep=56909-112, rua=Rua José Marcolino Alves - Poeta Zé Marcolino, numero=933, bairro=Tancredo Neves, cidade=Serra Talhada, estado=PE, telefone=(87) 3609-5462, celular=(87) 98790-3915
nome=Rodrigo e Brenda Transportes ME, cnpj=91.212.400/0001-16, inscricaoEst=2236495-11, dataAbertura=27/02/2000, site=www.rodrigobrenda.com.br, email=contabilidade@rodrigobrenda.com.br, cep=50720-040, rua=Rua Nobre de Lacerda, numero=542, bairro=Madalena, cidade=Recife, estado=PE, telefone=(81) 3620-8835, celular=(81) 98464-5985
nome=Natália e Tomás Assessoria Jurídica ME, cnpj=48.543.479/0001-39, inscricaoEst=0698744-33, dataAbertura=20/01/1999, site=www.nataliatomas.com.br, email=marketing@nataliatomas.com.br, cep=53402-560, rua=Rua Newton Torres Lauria Ramos, numero=932, bairro=Fragoso, cidade=Paulista, estado=PE, telefone=(81) 2816-3666, celular=(81) 99144-5792
nome=Erick e Samuel Marcenaria Ltda, cnpj=89.113.692/0001-98, inscricaoEst=4183332-54, dataAbertura=05/04/1998, site=www.ericksamuel.com.br, email=administracao@ericksamuel.com.br, cep=54518-215, rua=Rua Itambé, numero=575, bairro=Cidade Garapu, cidade=Cabo de Santo Agostinho, estado=PE, telefone=(81) 2690-1866, celular=(81) 98552-6985
nome=Maitê e Isabelle Doces & Salgados ME, cnpj=70.534.886/0001-39, inscricaoEst=8885331-44, dataAbertura=27/02/1997, site=www.maiteisabelle.com.br, email=fabricacao@maiteisabelle.com.br, cep=55815-082, rua=2ª Travessa Deputado Mário Monteiro, numero=479, bairro=São José, cidade=Carpina, estado=PE, telefone=(81) 2973-2427, celular=(81) 99184-3321
nome=Cauê e Tomás Filmagens ME, cnpj=19.499.896/0001-23, inscricaoEst=5315082-18, dataAbertura=18/01/1996, site=www.cauetomas.com.br, email=tesouraria@cauetomas.com.br, cep=50620-010, rua=Rua Aguapei, numero=342, bairro=Torre, cidade=Recife, estado=PE, telefone=(81) 3673-1801, celular=(81) 98206-1051
nome=Melissa e Julio Filmagens Ltda, cnpj=66.291.415/0001-70, inscricaoEst=0196189-64, dataAbertura=06/03/1995, site=www.melissajulio.com.br, email=ouvidoria@melissajulio.com.br, cep=50080-161, rua=Rua do Jardim, numero=612, bairro=Ilha Joana Bezerra, cidade=Recife, estado=PE, telefone=(81) 3515-6469, celular=(81) 98457-2614
nome=Pietro e Gabriel Esportes ME, cnpj=19.499.896/0001-23, inscricaoEst=5315082-18, dataAbertura=18/01/1994, site=www.pietrogabriel.com.br, email=fiscal@pietrogabriel.com.br, cep=55643-724, rua=Alameda Nossa Senhora Aparecida, numero=342, bairro=COHAB-ll, cidade=Gravatá, estado=PE, telefone=(81) 3673-1801, celular=(81) 98206-1051
nome=Heloisa e Marina Pães e Doces Ltda, cnpj=96.846.076/0001-01, inscricaoEst=6475368-97, dataAbertura=13/06/1993, site=www.heloisamarina.com.br, email=ouvidoria@heloisamarina.com.br, cep=54460-251, rua=Rua das Pernambucanas, numero=704, bairro=Barra de Jangada, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 3592-8224, celular=(81) 99317-6874
nome=Antonio e Emanuel Doces & Salgados ME, cnpj=62.890.232/0001-10, inscricaoEst=8621014-92, dataAbertura=18/07/1992, site=www.antonioemanuel.com.br, email=vendas@antonioemanuel.com.br, cep=50920-654, rua=Travessa Gomes de Moura, numero=752, bairro=Sancho, cidade=Recife, estado=PE, telefone=(81) 3709-6300, celular=(81) 99734-6479
